sales_id,sales_amount,customer_id,date_id,product_id
102034,19.98,998,597,SNA:BAK:BAG:1294
102035,41.02,311,554,SNA:PAC:M&M:1698
102036,28.57,1056,267,HOT:TEA:HER:1733
102037,43.33,699,818,COL:ICE:COL:1797
102038,9.03,154,740,COL:ICE:ICE:1694
102039,6.27,695,759,RET:KIT:FRE:1013
102040,12.12,269,645,SNA:BAK:BAG:1092
102041,18.97,1074,109,RET:MUG:PYB:1832
102042,14.53,296,748,RET:KIT:PER:1907
102043,19.91,453,705,SNA:BAK:CRO:1927
102044,17.34,331,794,COL:ICE:ICE:1181
102045,48.8,972,670,RET:MUG:PYB:1590
102046,11.8,594,436,COL:ICE:COL:1804
102047,44.87,1052,816,RET:MUG:PYB:1166
102048,31.11,404,483,SNA:PAC:GRO:1514
102049,10.96,815,511,SNA:BAK:MUF:1405
102050,28.91,685,26,HOT:COF:AME:1493
102051,32.62,1015,97,HOT:COF:MOC:1002
102052,5.07,961,540,COL:ICE:COL:1919
102053,5.91,516,188,RET:KIT:DRI:1825
102054,23.38,856,26,RET:MUG:PYB:1630
102055,23.05,113,541,RET:MUG:PYB:1075
102056,7.13,392,761,RET:KIT:FRE:1025
102057,14.96,159,526,COL:ICE:ICE:1901
102058,38.28,733,59,RET:MUG:PYB:1248
102059,21.29,185,811,SNA:PAC:FRU:1129
102060,10.43,637,803,COL:ICE:COL:1051
102061,11.09,977,348,HOT:TEA:EAR:1717
102062,7.4,260,852,COL:ICE:ICE:1994
102063,39.58,665,785,COL:ICE:ICE:1723
102064,29.97,639,477,COL:ICE:COL:1696
102065,47.36,949,683,RET:MUG:PYB:1972
102066,21.42,469,214,COL:ICE:ICE:1807
102067,29.38,643,304,RET:MUG:PYB:1067
102068,28.88,719,913,COL:ICE:ICE:1106
102069,7.46,137,44,SNA:PAC:GRO:1514
102070,8.58,353,898,COL:ICE:ICE:1484
102071,36.66,257,773,RET:KIT:PER:1146
102072,23.85,857,664,RET:MUG:PYB:1235
102073,27.33,224,251,SNA:PAC:TRA:1111
102074,10.35,746,524,COL:ICE:COL:1303
102075,9.27,397,82,SNA:PAC:M&M:1367
102076,26.66,470,894,COL:ICE:ICE:1795
102077,23.82,967,621,COL:ICE:ICE:1663
102078,23.49,367,381,RET:KIT:FRE:1025
102079,5.7,274,267,SNA:BAK:CRO:1306
102080,8.59,249,52,HOT:TEA:EAR:1570
102081,8.31,1072,985,SNA:BAK:CRO:1419
102082,12.31,1037,470,COL:ICE:ICE:1216
102083,21.52,845,438,HOT:COF:ESP:1782
102084,22.89,1008,660,COL:ICE:ICE:1913
102085,9.23,546,870,COL:ICE:ICE:1723
102086,37.32,704,495,RET:MUG:PYB:1476
102087,6.1,508,465,HOT:COF:LAT:1614
102088,10.71,247,16,COL:ICE:ICE:1764
102089,21.77,797,485,SNA:PAC:FRU:1726
102090,26.88,563,61,RET:MUG:PYB:1606
102091,23.8,277,936,COL:ICE:ICE:1621
102092,6.35,352,325,SNA:BAK:MUF:1848
102093,37.82,145,704,SNA:PAC:CHE:1675
102094,34.86,848,908,COL:ICE:COL:1804
102095,14.39,743,425,HOT:COF:AME:1391
102096,8.77,487,859,RET:KIT:FRE:1269
102097,36.18,926,293,RET:KIT:PER:1126
102098,24.26,655,309,RET:KIT:DRI:1211
102099,12.41,481,370,HOT:COF:MOC:1336
102100,18.86,897,208,SNA:PAC:TRA:1358
102101,39.07,952,943,HOT:COF:AME:1730
102102,33.88,339,838,SNA:PAC:M&M:1960
102103,30.99,835,192,SNA:BAK:CIN:1929
102104,33.66,1042,14,SNA:BAK:CIN:1492
102105,21.11,924,734,SNA:PAC:M&M:1566
102106,10.43,781,907,HOT:TEA:EAR:1394
102107,20.14,377,227,COL:ICE:ICE:1461
102108,49.73,102,193,HOT:COF:LAT:1600
102109,27.22,1080,955,COL:ICE:ICE:1240
102110,47.25,994,309,HOT:TEA:EAR:1339
102111,33.78,303,64,RET:MUG:PYB:1007
102112,36.7,508,383,RET:MUG:PYB:1166
102113,42.29,397,363,RET:MUG:PYB:1784
102114,39.23,809,410,SNA:BAK:BAG:1016
102115,48.47,898,598,COL:ICE:ICE:1819
102116,37.84,595,154,SNA:BAK:MUF:1315
102117,44.95,593,786,COL:ICE:ICE:1422
102118,38.14,144,451,RET:MUG:PYB:1192
102119,22.9,488,501,RET:MUG:PYB:1075
102120,16.85,605,471,HOT:COF:ESP:1870
102121,22.67,1002,659,SNA:PAC:M&M:1618
102122,18.09,476,13,HOT:TEA:EAR:1935
102123,38.78,456,137,HOT:COF:ESP:1220
102124,24.72,172,922,RET:MUG:PYB:1963
102125,43.27,533,431,COL:ICE:ICE:1387
102126,44.56,594,334,SNA:BAK:BAG:1536
102127,28.27,1071,882,SNA:BAK:MUF:1251
102128,8.78,516,40,HOT:TEA:CHA:1397
102129,28.68,1007,164,SNA:PAC:M&M:1713
102130,20.61,966,596,RET:MUG:PYB:1288
102131,23.29,824,159,COL:ICE:ICE:1073
102132,48.17,995,322,SNA:BAK:MUF:1763
102133,31.51,328,166,RET:KIT:DRI:1563
102134,7.31,430,191,COL:ICE:ICE:1643
102135,22.43,201,324,SNA:BAK:BAG:1536
102136,45.67,674,847,COL:ICE:ICE:1379
102137,19.88,888,915,COL:ICE:ICE:1206
102138,45.16,507,905,HOT:COF:LAT:1352
102139,39.7,574,618,SNA:PAC:M&M:1960
102140,24.8,190,354,COL:ICE:ICE:1188
102141,10.15,676,524,SNA:BAK:COO:1433
102142,31.97,676,560,RET:MUG:PYB:1356
102143,8.83,918,39,SNA:PAC:TRA:1620
102144,5.46,145,152,RET:MUG:PYB:1789
102145,21.49,625,559,RET:MUG:PYB:1412
102146,17.77,347,595,HOT:COF:AME:1311
102147,19.59,440,563,COL:ICE:ICE:1299
102148,22.07,456,221,HOT:COF:LAT:1223
102149,42.09,678,562,SNA:BAK:BAG:1965
102150,16.56,1011,482,RET:KIT:FRE:1014
102151,30.96,248,165,SNA:BAK:MUF:1848
102152,23.33,374,984,SNA:BAK:BAG:1939
102153,41.93,145,81,SNA:BAK:CIN:1950
102154,48.66,638,562,HOT:COF:LAT:1734
102155,7.58,595,331,COL:ICE:ICE:1141
102156,7.97,298,474,RET:KIT:PER:1956
102157,7.81,175,326,HOT:TEA:HER:1390
102158,45.85,495,756,HOT:TEA:CHA:1976
102159,41.56,764,793,COL:ICE:ICE:1029
102160,33.22,242,832,RET:KIT:PER:1736
102161,8.86,582,366,COL:ICE:ICE:1673
102162,30.87,925,839,HOT:TEA:HER:1733
102163,47.4,891,625,COL:ICE:ICE:1807
102164,28.47,620,743,HOT:COF:MOC:1413
102165,25.4,627,993,RET:KIT:DRI:1701
102166,25.96,667,416,HOT:TEA:BLA:1936
102167,43.72,474,891,SNA:PAC:FRU:1491
102168,9.99,756,445,SNA:BAK:CRO:1033
102169,17.85,831,294,COL:ICE:ICE:1918
102170,37.08,934,922,SNA:BAK:BAG:1294
102171,45.19,749,364,SNA:BAK:CRO:1816
102172,37.41,296,933,HOT:COF:MOC:1544
102173,22.0,951,835,RET:KIT:DRI:1667
102174,9.74,552,376,SNA:PAC:TRA:1620
102175,16.52,340,548,HOT:TEA:GRE:1301
102176,41.93,1087,755,COL:ICE:ICE:1712
102177,27.08,778,212,COL:ICE:ICE:1891
102178,28.08,564,461,HOT:TEA:EAR:1803
102179,27.41,654,814,RET:KIT:DRI:1331
102180,46.37,152,195,COL:ICE:ICE:1178
102181,34.16,955,727,RET:MUG:PYB:1661
102182,48.4,843,824,HOT:TEA:HER:1711
102183,21.68,929,100,HOT:TEA:GRE:1131
102184,20.51,653,209,SNA:PAC:CHE:1174
102185,37.37,711,364,COL:ICE:COL:1345
102186,24.08,394,875,COL:ICE:COL:1804
102187,31.67,108,503,SNA:BAK:COO:1423
102188,48.67,492,755,COL:ICE:ICE:1901
102189,27.45,164,964,RET:KIT:DRI:1285
102190,15.53,769,339,RET:KIT:DRI:1830
102191,40.56,680,190,SNA:BAK:CRO:1117
102192,47.81,357,256,SNA:BAK:COO:1307
102193,35.16,384,860,COL:ICE:COL:1919
102194,38.22,650,491,SNA:PAC:FRU:1129
102195,10.97,229,946,HOT:COF:MOC:1100
102196,38.22,528,191,COL:ICE:ICE:1240
102197,20.42,317,296,HOT:TEA:GRE:1454
102198,30.87,319,584,COL:ICE:ICE:1414
102199,45.39,1057,971,RET:KIT:DRI:1933
102200,14.62,422,162,RET:KIT:FRE:1025
102201,17.23,1058,824,HOT:COF:ESP:1548
102202,10.34,805,201,HOT:COF:MOC:1836
102203,13.59,985,70,COL:ICE:ICE:1148
102204,46.59,667,17,RET:KIT:FRE:1737
102205,31.01,861,141,RET:KIT:DRI:1170
102206,42.79,587,680,RET:MUG:PYB:1998
102207,28.37,782,316,COL:ICE:ICE:1993
102208,19.61,916,151,RET:KIT:DRI:1595
102209,45.3,494,697,RET:MUG:PYB:1833
102210,27.26,111,6,SNA:BAK:CIN:1946
102211,22.55,1073,149,SNA:PAC:FRU:1820
102212,32.23,525,20,COL:ICE:COL:1503
102213,36.37,1048,945,SNA:PAC:CHE:1174
102214,14.06,858,42,RET:KIT:DRI:1690
102215,34.4,111,6,RET:MUG:PYB:1849
102216,34.95,1012,571,COL:ICE:ICE:1747
102217,26.65,366,507,HOT:TEA:BLA:1125
102218,41.23,461,773,SNA:BAK:CRO:1707
102219,19.23,510,718,SNA:BAK:CRO:1425
102220,45.48,587,22,SNA:BAK:CRO:1276
102221,16.98,493,305,COL:ICE:ICE:1056
102222,19.27,411,682,HOT:TEA:BLA:1350
102223,5.81,563,654,SNA:BAK:CRO:1306
102224,5.76,907,231,RET:MUG:PYB:1839
102225,7.51,864,29,HOT:TEA:EAR:1559
102226,42.24,638,867,HOT:COF:CAP:1509
102227,49.98,1060,814,COL:ICE:ICE:1428
102228,42.79,192,456,COL:ICE:ICE:1601
102229,19.38,1003,554,HOT:TEA:GRE:1802
102230,43.63,241,894,COL:ICE:ICE:1448
102231,14.18,827,657,COL:ICE:ICE:1891
102232,5.01,906,317,SNA:BAK:MUF:1187
102233,14.77,1075,367,HOT:COF:CAP:1509
102234,8.5,431,554,COL:ICE:ICE:1434
102235,27.43,542,817,SNA:BAK:BAG:1603
102236,46.07,561,102,RET:KIT:DRI:1209
102237,26.19,151,932,HOT:COF:MOC:1676
102238,21.85,433,606,RET:MUG:PYB:1018
102239,13.08,228,78,SNA:PAC:CHE:1675
102240,14.11,778,81,RET:KIT:DRI:1471
102241,46.52,557,615,COL:ICE:ICE:1163
102242,24.21,311,994,RET:MUG:PYB:1716
102243,41.76,446,481,HOT:COF:CAP:1893
102244,35.18,184,364,SNA:PAC:FRU:1609
102245,10.91,954,834,RET:MUG:PYB:1435
102246,31.1,337,46,HOT:COF:LAT:1189
102247,8.43,969,824,HOT:TEA:BLA:1679
102248,27.27,889,73,RET:MUG:PYB:1938
102249,15.57,764,208,RET:KIT:DRI:1664
102250,42.49,605,327,RET:KIT:DRI:1933
102251,33.91,604,880,COL:ICE:ICE:1538
102252,27.45,808,478,HOT:COF:ESP:1172
102253,47.31,934,741,RET:MUG:PYB:1356
102254,22.21,962,28,HOT:COF:ESP:1924
102255,24.92,831,326,RET:KIT:DRI:1553
102256,35.29,730,68,SNA:BAK:MUF:1905
102257,22.6,520,141,HOT:COF:ESP:1267
102258,6.39,938,424,COL:ICE:ICE:1769
102259,34.65,1026,205,HOT:COF:LAT:1899
102260,6.88,620,805,SNA:PAC:TRA:1777
102261,29.02,321,713,COL:ICE:ICE:1663
102262,31.26,624,421,COL:ICE:COL:1169
102263,36.83,747,604,COL:ICE:ICE:1073
102264,42.4,302,617,RET:MUG:PYB:1708
102265,37.23,867,693,HOT:TEA:HER:1001
102266,27.1,902,655,COL:ICE:ICE:1363
102267,30.64,803,164,HOT:COF:ESP:1220
102268,25.12,590,868,SNA:BAK:CIN:1284
102269,37.37,830,793,RET:KIT:DRI:1829
102270,39.67,967,836,COL:ICE:ICE:1761
102271,21.86,997,70,RET:KIT:PER:1731
102272,36.0,395,912,COL:ICE:ICE:1856
102273,20.87,179,545,RET:KIT:FRE:1588
102274,35.96,342,226,COL:ICE:ICE:1557
102275,26.95,347,298,SNA:PAC:TRA:1892
102276,41.29,346,880,HOT:TEA:GRE:1006
102277,17.67,202,456,SNA:BAK:CRO:1816
102278,16.28,999,599,COL:ICE:ICE:1077
102279,48.11,381,365,COL:ICE:ICE:1458
102280,30.87,352,380,SNA:PAC:GRO:1020
102281,33.09,118,990,HOT:COF:AME:1612
102282,7.49,184,87,SNA:BAK:CRO:1654
102283,38.92,748,478,COL:ICE:ICE:1046
102284,32.32,470,809,COL:ICE:ICE:1148
102285,6.31,679,541,SNA:PAC:CHE:1008
102286,16.92,785,12,SNA:PAC:GRO:1239
102287,15.16,680,195,RET:KIT:FRE:1269
102288,13.41,884,687,HOT:TEA:EAR:1452
102289,8.53,696,911,RET:MUG:PYB:1773
102290,45.51,355,67,COL:ICE:COL:1169
102291,19.26,1087,268,SNA:PAC:M&M:1483
102292,9.7,937,806,COL:ICE:ICE:1742
102293,27.73,1039,90,RET:KIT:PER:1463
102294,32.88,873,979,COL:ICE:ICE:1951
102295,25.23,295,808,SNA:PAC:GRO:1902
102296,33.22,808,569,COL:ICE:ICE:1764
102297,47.49,422,573,SNA:PAC:M&M:1671
102298,14.93,503,360,COL:ICE:ICE:1521
102299,26.99,582,98,SNA:BAK:CRO:1124
102300,36.78,993,543,SNA:BAK:CRO:1161
102301,18.03,1015,355,HOT:COF:MOC:1336
102302,12.72,296,507,COL:ICE:ICE:1076
102303,46.74,718,4,HOT:COF:CAP:1085
102304,43.82,130,864,SNA:BAK:COO:1321
102305,31.72,546,29,SNA:PAC:M&M:1551
102306,10.51,197,510,COL:ICE:ICE:1578
102307,10.46,549,818,RET:MUG:PYB:1556
102308,6.14,399,972,SNA:BAK:BAG:1756
102309,26.72,534,233,HOT:TEA:HER:1003
102310,31.13,1063,414,COL:ICE:ICE:1507
102311,38.14,396,887,SNA:PAC:FRU:1491
102312,12.3,317,103,HOT:COF:AME:1666
102313,44.77,1065,516,HOT:TEA:BLA:1822
102314,7.87,395,42,RET:KIT:FRE:1237
102315,6.16,665,834,HOT:COF:LAT:1223
102316,20.19,792,836,HOT:TEA:HER:1041
102317,29.7,355,986,SNA:BAK:BAG:1536
102318,26.23,898,298,COL:ICE:ICE:1993
102319,20.83,330,53,SNA:BAK:BAG:1589
102320,43.92,802,188,HOT:COF:ESP:1220
102321,6.63,664,905,SNA:BAK:MUF:1305
102322,37.01,285,312,RET:MUG:PYB:1963
102323,32.1,141,897,COL:ICE:ICE:1383
102324,39.51,376,326,RET:MUG:PYB:1248
102325,16.28,484,996,COL:ICE:ICE:1819
102326,37.65,834,447,RET:MUG:PYB:1360
102327,18.55,462,717,COL:ICE:ICE:1572
102328,28.06,885,736,HOT:TEA:BLA:1990
102329,28.31,621,210,SNA:BAK:COO:1104
102330,48.6,833,478,HOT:COF:CAP:1509
102331,39.34,646,177,SNA:PAC:M&M:1483
102332,7.92,676,582,HOT:COF:LAT:1614
102333,42.79,551,18,RET:KIT:FRE:1682
102334,11.0,957,202,SNA:PAC:M&M:1698
102335,32.54,568,358,COL:ICE:ICE:1005
102336,42.28,1020,862,SNA:PAC:FRU:1057
102337,9.08,1078,800,HOT:TEA:EAR:1230
102338,8.29,893,181,COL:ICE:ICE:1928
102339,38.03,520,786,SNA:BAK:MUF:1259
102340,28.25,830,383,HOT:COF:MOC:1984
102341,22.29,301,807,HOT:TEA:EAR:1511
102342,48.9,588,709,RET:MUG:PYB:1171
102343,23.45,484,808,COL:ICE:ICE:1141
102344,13.04,642,546,SNA:PAC:GRO:1785
102345,42.87,694,619,COL:ICE:ICE:1680
102346,12.53,584,56,HOT:TEA:GRE:1301
102347,27.35,1038,496,RET:MUG:PYB:1833
102348,29.75,414,587,RET:MUG:PYB:1963
102349,13.4,754,22,HOT:TEA:BLA:1416
102350,26.15,946,398,RET:KIT:FRE:1897
102351,41.49,583,382,RET:KIT:FRE:1309
102352,23.82,456,748,COL:ICE:COL:1105
102353,18.03,248,747,HOT:TEA:EAR:1935
102354,42.95,708,985,COL:ICE:ICE:1633
102355,24.41,750,283,RET:MUG:PYB:1090
102356,15.43,746,985,RET:KIT:FRE:1274
102357,8.68,197,552,COL:ICE:ICE:1761
102358,10.49,839,518,RET:MUG:PYB:1430
102359,21.91,758,347,HOT:COF:CAP:1264
102360,32.71,641,405,COL:ICE:ICE:1199
102361,10.16,294,304,COL:ICE:ICE:1074
102362,48.65,467,617,HOT:TEA:GRE:1006
102363,39.77,522,249,RET:KIT:DRI:1247
102364,13.61,533,656,SNA:PAC:GRO:1238
102365,43.13,136,186,SNA:BAK:MUF:1592
102366,45.36,569,872,COL:ICE:ICE:1046
102367,28.83,635,493,RET:KIT:PER:1272
102368,15.0,250,897,RET:KIT:FRE:1793
102369,49.31,332,5,SNA:PAC:FRU:1772
102370,11.72,544,947,HOT:COF:LAT:1402
102371,16.76,590,191,SNA:PAC:M&M:1047
102372,22.44,394,524,HOT:TEA:BLA:1989
102373,46.18,766,33,SNA:PAC:M&M:1960
102374,27.4,1002,537,SNA:PAC:M&M:1618
102375,6.49,1093,358,RET:MUG:PYB:1843
102376,44.6,312,779,SNA:PAC:GRO:1182
102377,35.22,156,674,SNA:BAK:BAG:1536
102378,7.14,900,666,SNA:BAK:MUF:1011
102379,12.25,828,791,COL:ICE:ICE:1663
102380,17.22,517,431,HOT:COF:CAP:1362
102381,46.05,815,833,HOT:COF:ESP:1735
102382,22.48,984,824,COL:ICE:COL:1758
102383,16.75,816,194,SNA:PAC:GRO:1238
102384,12.97,667,133,SNA:PAC:M&M:1618
102385,49.15,891,900,SNA:BAK:COO:1687
102386,31.03,412,21,COL:ICE:ICE:1106
102387,10.52,484,766,SNA:BAK:BAG:1615
102388,29.65,818,887,RET:KIT:FRE:1962
102389,40.32,766,537,COL:ICE:ICE:1845
102390,38.6,837,957,SNA:PAC:FRU:1143
102391,28.9,601,617,SNA:BAK:BAG:1128
102392,47.43,914,958,COL:ICE:ICE:1484
102393,43.52,243,651,RET:MUG:PYB:1067
102394,14.24,997,632,RET:MUG:PYB:1038
102395,13.16,953,417,COL:ICE:ICE:1351
102396,14.28,163,129,COL:ICE:ICE:1523
102397,43.44,604,118,RET:KIT:DRI:1211
102398,9.01,855,310,HOT:COF:CAP:1791
102399,44.81,873,703,SNA:BAK:CRO:1816
102400,42.91,1077,740,SNA:PAC:FRU:1647
102401,31.59,282,305,SNA:PAC:M&M:1931
102402,21.05,473,257,COL:ICE:ICE:1152
102403,47.87,670,875,SNA:BAK:COO:1118
102404,13.18,125,146,SNA:BAK:CIN:1492
102405,35.44,248,295,RET:KIT:DRI:1471
102406,8.73,143,866,RET:KIT:FRE:1497
102407,35.43,728,802,HOT:COF:CAP:1533
102408,18.89,193,517,COL:ICE:ICE:1808
102409,11.29,370,591,HOT:COF:CAP:1421
102410,20.5,851,929,SNA:BAK:BAG:1756
102411,8.34,674,640,COL:ICE:COL:1805
102412,42.56,557,163,COL:ICE:ICE:1846
102413,15.76,712,231,HOT:COF:ESP:1853
102414,16.16,1082,81,COL:ICE:ICE:1399
102415,28.35,289,615,SNA:PAC:TRA:1620
102416,49.7,610,64,RET:KIT:FRE:1539
102417,42.34,384,931,RET:MUG:PYB:1963
102418,28.22,698,723,RET:MUG:PYB:1360
102419,48.57,242,375,RET:MUG:PYB:1079
102420,29.59,374,422,SNA:PAC:M&M:1683
102421,22.01,621,353,HOT:TEA:CHA:1976
102422,42.0,1046,700,COL:ICE:ICE:1694
102423,40.6,255,105,RET:KIT:DRI:1701
102424,30.74,994,139,COL:ICE:ICE:1680
102425,31.82,716,44,HOT:COF:ESP:1924
102426,41.02,551,80,SNA:BAK:CRO:1114
102427,46.48,754,441,COL:ICE:ICE:1234
102428,39.63,761,88,COL:ICE:COL:1051
102429,30.87,610,893,RET:KIT:PER:1800
102430,21.47,1047,735,RET:MUG:PYB:1356
102431,39.51,142,440,HOT:COF:AME:1311
102432,34.5,389,934,HOT:COF:MOC:1393
102433,6.16,1002,606,COL:ICE:ICE:1410
102434,48.35,878,929,COL:ICE:COL:1268
102435,24.81,982,223,HOT:COF:ESP:1735
102436,38.44,367,689,HOT:TEA:HER:1482
102437,31.66,416,580,COL:ICE:COL:1380
102438,45.48,483,4,HOT:TEA:EAR:1511
102439,18.08,506,888,COL:ICE:COL:1503
102440,19.16,205,154,SNA:PAC:FRU:1501
102441,5.51,356,183,RET:KIT:FRE:1831
102442,15.49,515,365,SNA:PAC:FRU:1937
102443,10.99,340,127,HOT:COF:MOC:1676
102444,9.37,377,887,HOT:TEA:CHA:1599
102445,49.4,133,651,RET:MUG:PYB:1524
102446,12.38,363,771,RET:KIT:PER:1639
102447,43.46,961,390,RET:KIT:DRI:1342
102448,43.84,352,312,RET:KIT:PER:1575
102449,42.67,860,863,SNA:BAK:CRO:1809
102450,26.98,730,464,RET:MUG:PYB:1290
102451,26.6,811,914,RET:KIT:FRE:1202
102452,38.1,835,619,HOT:COF:ESP:1022
102453,18.89,1050,639,COL:ICE:ICE:1665
102454,49.84,583,727,COL:ICE:ICE:1032
102455,7.4,321,831,COL:ICE:ICE:1438
102456,24.25,297,163,HOT:COF:LAT:1770
102457,41.22,1052,6,RET:KIT:FRE:1546
102458,47.3,879,525,HOT:COF:CAP:1021
102459,44.55,526,47,SNA:BAK:MUF:1173
102460,15.1,419,392,SNA:BAK:CIN:1852
102461,23.45,137,813,SNA:BAK:BAG:1109
102462,9.59,619,879,RET:MUG:PYB:1661
102463,29.68,639,325,RET:MUG:PYB:1280
102464,10.12,601,347,SNA:PAC:FRU:1017
102465,30.75,1021,398,SNA:PAC:TRA:1324
102466,5.91,568,773,SNA:PAC:M&M:1698
102467,25.42,782,143,COL:ICE:ICE:1056
102468,17.8,1011,517,SNA:PAC:M&M:1483
102469,43.26,1028,99,SNA:BAK:BAG:1603
102470,17.71,916,494,COL:ICE:ICE:1616
102471,39.12,638,481,HOT:TEA:HER:1711
102472,25.39,319,480,COL:ICE:COL:1345
102473,29.27,1070,723,COL:ICE:COL:1503
102474,37.08,1048,684,RET:MUG:PYB:1208
102475,16.46,302,847,SNA:PAC:FRU:1622
102476,26.37,511,860,SNA:PAC:GRO:1228
102477,37.31,775,699,SNA:PAC:GRO:1239
102478,38.21,788,861,HOT:COF:AME:1355
102479,18.64,837,730,COL:ICE:COL:1048
102480,28.69,812,284,COL:ICE:ICE:1531
102481,15.68,746,893,HOT:COF:CAP:1917
102482,22.5,497,293,HOT:COF:CAP:1727
102483,10.91,258,285,SNA:PAC:CHE:1096
102484,12.4,655,670,COL:ICE:COL:1345
102485,14.26,479,377,COL:ICE:ICE:1427
102486,47.21,877,119,RET:KIT:PER:1102
102487,48.88,1019,108,HOT:TEA:BLA:1120
102488,28.31,417,112,COL:ICE:ICE:1846
102489,22.16,1097,454,SNA:BAK:CIN:1574
102490,35.56,230,40,COL:ICE:ICE:1958
102491,12.48,247,149,HOT:TEA:BLA:1416
102492,8.64,203,835,COL:ICE:ICE:1077
102493,34.55,574,696,SNA:PAC:FRU:1501
102494,44.99,996,542,SNA:PAC:CHE:1684
102495,41.35,450,39,SNA:BAK:CRO:1306
102496,25.17,425,273,HOT:TEA:BLA:1350
102497,5.74,1050,765,HOT:COF:MOC:1983
102498,36.1,197,255,COL:ICE:ICE:1709
102499,28.97,654,608,SNA:PAC:FRU:1501
102500,46.93,1089,998,HOT:TEA:CHA:1569
102501,37.93,703,826,RET:KIT:DRI:1371
102502,25.1,839,948,COL:ICE:ICE:1523
102503,24.68,155,379,HOT:TEA:BLA:1196
102504,25.73,131,945,SNA:BAK:MUF:1890
102505,27.86,914,132,RET:KIT:DRI:1342
102506,6.15,789,998,SNA:BAK:CIN:1858
102507,36.34,991,504,COL:ICE:ICE:1335
102508,49.84,410,314,SNA:PAC:GRO:1239
102509,48.21,254,222,COL:ICE:ICE:1640
102510,38.74,990,737,HOT:COF:CAP:1098
102511,40.58,996,338,HOT:TEA:HER:1883
102512,22.6,206,924,COL:ICE:ICE:1031
102513,42.1,258,506,RET:MUG:PYB:1524
102514,43.48,418,511,SNA:BAK:COO:1423
102515,16.65,317,734,HOT:TEA:HER:1041
102516,37.07,462,907,COL:ICE:ICE:1527
102517,28.25,560,198,HOT:COF:CAP:1210
102518,26.1,638,776,HOT:COF:MOC:1100
102519,6.45,594,80,COL:ICE:ICE:1542
102520,23.74,299,896,SNA:BAK:CRO:1343
102521,29.66,560,161,RET:KIT:PER:1080
102522,33.11,196,22,COL:ICE:ICE:1354
102523,42.79,594,835,COL:ICE:ICE:1879
102524,41.51,996,577,RET:MUG:PYB:1556
102525,35.0,224,907,RET:KIT:FRE:1269
102526,45.29,220,133,HOT:COF:LAT:1500
102527,40.03,152,684,RET:KIT:FRE:1140
102528,15.68,181,78,HOT:COF:LAT:1223
102529,38.0,340,989,COL:ICE:ICE:1381
102530,20.45,879,12,HOT:COF:MOC:1258
102531,22.51,102,897,COL:ICE:ICE:1351
102532,44.42,965,503,SNA:BAK:MUF:1405
102533,8.14,463,943,SNA:BAK:CRO:1627
102534,37.24,1017,846,HOT:COF:LAT:1189
102535,19.58,258,932,COL:ICE:ICE:1384
102536,28.98,227,744,COL:ICE:ICE:1531
102537,46.0,799,635,HOT:TEA:HER:1390
102538,18.77,134,167,COL:ICE:ICE:1908
102539,10.52,120,873,SNA:BAK:CIN:1250
102540,25.4,820,593,RET:KIT:PER:1028
102541,40.71,597,28,RET:MUG:PYB:1166
102542,33.89,626,280,HOT:TEA:EAR:1195
102543,20.06,1048,929,HOT:COF:LAT:1189
102544,27.93,997,353,COL:ICE:ICE:1148
102545,46.83,522,881,HOT:COF:AME:1746
102546,42.47,590,276,SNA:PAC:GRO:1608
102547,6.78,463,508,SNA:BAK:CRO:1714
102548,9.06,753,673,COL:ICE:ICE:1971
102549,5.66,908,689,HOT:TEA:GRE:1147
102550,41.22,1017,511,SNA:PAC:GRO:1912
102551,48.7,995,422,HOT:TEA:EAR:1260
102552,14.6,297,750,SNA:PAC:GRO:1182
102553,30.81,565,525,RET:KIT:PER:1185
102554,42.88,844,861,SNA:BAK:CRO:1124
102555,19.99,248,192,HOT:COF:MOC:1442
102556,29.52,608,828,HOT:COF:MOC:1162
102557,36.61,718,656,RET:KIT:DRI:1700
102558,16.69,975,102,SNA:PAC:GRO:1785
102559,26.21,1021,212,SNA:PAC:TRA:1635
102560,7.75,768,64,RET:MUG:PYB:1090
102561,45.31,611,474,COL:ICE:ICE:1994
102562,27.42,948,563,SNA:BAK:COO:1156
102563,37.72,831,414,SNA:BAK:MUF:1315
102564,26.92,537,188,RET:KIT:PER:1429
102565,7.24,163,5,SNA:BAK:CIN:1946
102566,6.76,422,3,RET:KIT:PER:1186
102567,42.26,698,727,HOT:COF:MOC:1413
102568,36.28,978,79,COL:ICE:ICE:1351
102569,7.57,454,620,RET:KIT:PER:1859
102570,34.78,770,177,RET:KIT:FRE:1887
102571,8.26,503,892,COL:ICE:ICE:1441
102572,40.96,974,770,HOT:TEA:BLA:1681
102573,43.07,897,128,HOT:TEA:CHA:1397
102574,42.0,178,620,RET:MUG:PYB:1985
102575,25.5,108,134,COL:ICE:ICE:1335
102576,18.43,156,390,COL:ICE:ICE:1472
102577,24.86,254,917,HOT:TEA:HER:1001
102578,18.66,1090,575,RET:KIT:DRI:1701
102579,39.92,1064,816,HOT:COF:ESP:1870
102580,10.83,822,676,HOT:TEA:BLA:1990
102581,48.56,233,119,RET:KIT:DRI:1700
102582,22.2,893,982,RET:MUG:PYB:1348
102583,17.29,1030,98,COL:ICE:ICE:1680
102584,35.11,305,373,SNA:PAC:GRO:1338
